query_language,tier,relation_sides,relevance_grade,title,year,type,type_label,venue,publisher,authors,doi,url,cited_by_count,crawl_query,has_abstract
en,relaxed,arab,C_单边_文旅核心,Cultural heritage management in Egypt,2020,reference-entry,参考条目,The Oxford Handbook of Egyptology,Oxford University Press,Elizabeth Bloxam; Adel Kelany,10.1093/oxfordhb/9780199271870.013.72,https://doi.org/10.1093/oxfordhb/9780199271870.013.72,0,China Egypt cultural heritage,True
en,relaxed,arab,D_单边_弱文旅,Cultural norms and the marketplace: favor economies in the Arab world,2020,journal-article,期刊论文,Journal of Consumer Marketing,Emerald,Hounaida El Jurdi; Roudaina Houjeir,10.1108/jcm-05-2018-2681,https://doi.org/10.1108/jcm-05-2018-2681,5,China Arab cultural exchange,True
en,relaxed,china,C_单边_文旅核心,Decision Making of Chinese Tourists Visiting North Korea Using Goal-Directed Behavior Model,2020,journal-article,期刊论文,The Tourism Sciences Society of Korea,The Tourism Sciences Society of Korea,The Tourism Sciences Society Of Korea; Li-Min Dong; Ying-Mei Jin,10.17086/jts.2020.44.8.201.218,https://doi.org/10.17086/jts.2020.44.8.201.218,0,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Determinants of Chinese households' tourism consumption: Evidence from China Family Panel Studies,2020,journal-article,期刊论文,International Journal of Tourism Research,Wiley,Vera Shanshan Lin; Yuan Qin; Gang Li; Jinsong Wu,10.1002/jtr.2425,https://doi.org/10.1002/jtr.2425,42,Chinese Gulf tourism,True
en,relaxed,china,D_单边_弱文旅,Developing Effective Cross-Cultural Negotiations: The Case of the ‘Belt and Road Initiative’ for Turkey and China,2020,book-chapter,图书章节,The Belt and Road Initiative: Opportunities and Challenges of a Chinese Economic Ambition,SAGE Publications Pvt. Ltd,Mustafa Gokhan Bitmis; Jack McGuire,10.4135/9789353885922.n9,https://doi.org/10.4135/9789353885922.n9,0,Belt and Road cultural tourism China,False
en,relaxed,arab,C_单边_文旅核心,Developing a Muslim tourism market: the perspective of travel agencies,2020,journal-article,期刊论文,Journal of Hospitality and Tourism Insights,Emerald,Po-Yi Hsu; Edward C.S. Ku; Tzu-Ching Lai; Shih–Chieh Hsu,10.1108/jhti-08-2020-0155,https://doi.org/10.1108/jhti-08-2020-0155,12,China Muslim tourism,True
en,relaxed,china,C_单边_文旅核心,Do Discount Presentations Influence Gift Purchase Intentions and Attitudes of Chinese Outbound Tourists?,2020,journal-article,期刊论文,Journal of Travel Research,SAGE Publications,Di Wang; Brett A.S. Martin; Jun Yao,10.1177/0047287520918008,https://doi.org/10.1177/0047287520918008,22,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,"Documenting the heritage along the Silk Road: An ethnobotanical study of medicinal teas used in Southern Xinjiang, China",2020,journal-article,期刊论文,Journal of Ethnopharmacology,Elsevier BV,Aysajan Abdusalam; Yu Zhang; Maliyamu Abudoushalamu; Patiguli Maitusun; Cory Whitney; Xue-fei Yang; Yao Fu,10.1016/j.jep.2020.113012,https://doi.org/10.1016/j.jep.2020.113012,12,Silk Road heritage China,False
en,relaxed,china,D_单边_弱文旅,Does the belt and road initiative expand China's export potential to countries along the belt and road?,2020,journal-article,期刊论文,China Economic Review,Elsevier BV,Linhui Yu; Dan Zhao; Haixia Niu; Futao Lu,10.1016/j.chieco.2020.101419,https://doi.org/10.1016/j.chieco.2020.101419,103,Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,Does traditional Chinese medicine attract inbound tourists to China? An investigation from Russian tourists’ perspectives,2020,journal-article,期刊论文,Anatolia,Informa UK Limited,Tianyu Ying; Jun Wen; Xiaoyuan Tan,10.1080/13032917.2020.1742170,https://doi.org/10.1080/13032917.2020.1742170,8,China Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Dynamic assessment of tourism carrying capacity and its impacts on tourism economic growth in urban tourism destinations in China,2020,journal-article,期刊论文,Journal of Destination Marketing &amp; Management,Elsevier BV,Jia Wang; Xijia Huang; Zhiqiang Gong; Kaiying Cao,10.1016/j.jdmm.2019.100383,https://doi.org/10.1016/j.jdmm.2019.100383,113,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,EU–China Cooperation along the New Silk Road,2020,book-chapter,图书章节,China and Europe on the New Silk Road,Oxford University Press,Marijk van der Wende,10.1093/oso/9780198853022.003.0003,https://doi.org/10.1093/oso/9780198853022.003.0003,10,Silk Road tourism China,True
en,relaxed,china,C_单边_文旅核心,Economic drivers for the Chinese tourists,2020,journal-article,期刊论文,Scandinavian Journal of Hospitality and Tourism,Informa UK Limited,Jinghua Xie; Sigbjørn Tveterås,10.1080/15022250.2020.1734076,https://doi.org/10.1080/15022250.2020.1734076,23,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Effects of perceived constraints and negotiation on learned helplessness: A study of Chinese senior outbound tourists,2020,journal-article,期刊论文,Tourism Management,Elsevier BV,Jun Wen; Songshan (Sam) Huang; Edmund Goh,10.1016/j.tourman.2019.104059,https://doi.org/10.1016/j.tourman.2019.104059,104,Chinese outbound tourists Arab,False
en,relaxed,china,D_单边_弱文旅,Electricity cooperation strategy between China and ASEAN countries under ‘The Belt and road’,2020,journal-article,期刊论文,Energy Strategy Reviews,Elsevier BV,Tian-tian Feng; Xiao-lei Gong; Yu-hua Guo; Yi-sheng Yang; Bin-bin Pan; Shao-ping Li; Jun Dong,10.1016/j.esr.2020.100512,https://doi.org/10.1016/j.esr.2020.100512,36,China Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,Elite circulation in Chinese ethnic tourism,2020,journal-article,期刊论文,Annals of Tourism Research,Elsevier BV,Yajuan Li; David W. Knight; Wenting Luo; Jing Hu,10.1016/j.annals.2020.103030,https://doi.org/10.1016/j.annals.2020.103030,24,Chinese Arab tourism,False
en,relaxed,arab,C_单边_文旅核心,Emotional experience on behavioral intention for halal tourism,2020,journal-article,期刊论文,Journal of Islamic Marketing,Emerald,Ririn Tri Ratnasari; Sri Gunawan; Imron Mawardi; Kusuma Chandra Kirana,10.1108/jima-12-2019-0256,https://doi.org/10.1108/jima-12-2019-0256,97,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,"Environmental Diversity Assessment to Enhance Attractineness of Eco-tourism in Asir Region, Saudi Arabia",2020,posted-content,预印本,MDPI AG,MDPI AG,Jamilah Al Mohaya; Mena Elassal,10.20944/preprints202009.0387.v1,https://doi.org/10.20944/preprints202009.0387.v1,3,Chinese Saudi tourism,True
en,relaxed,arab,C_单边_文旅核心,Examining Challenging Factors of Tourism Entrepreneurship in Oman using PLS-SEM,2020,journal-article,期刊论文,International Journal of Research in Entrepreneurship &amp; Business Studies,Global Scientific Publications,Sohar University; Omar Al Badi; Firdouse Khan; Sohar University,10.47259/ijrebs.115,https://doi.org/10.47259/ijrebs.115,8,China Oman tourism,True
en,relaxed,arab,C_单边_文旅核心,Expected hospitality practices and hotel attributes as predictors of American tourists' attitudes and intentions: Egypt as a case study,2020,journal-article,期刊论文,Journal of Association of Arab Universities for Tourism and Hospitality,Egypts Presidential Specialized Council for Education and Scientific Research,Abuelkassem Mohammad,10.21608/jaauth.2020.27636.1005,https://doi.org/10.21608/jaauth.2020.27636.1005,0,China Egypt tourists,False
en,relaxed,china,C_单边_文旅核心,Experiences and value perceptions of an ecotourism trip – an empirical study of outbound Chinese tourists,2020,journal-article,期刊论文,Tourism Recreation Research,Informa UK Limited,Ting (Tina) Li; Fang Liu; Geoffrey N. Soutar,10.1080/02508281.2020.1804736,https://doi.org/10.1080/02508281.2020.1804736,14,Chinese outbound tourists Arab,False
en,relaxed,arab,C_单边_文旅核心,Exploring halal tourism in Muslim-minority countries: Muslim travellers’ needs and concerns,2020,journal-article,期刊论文,Journal of Islamic Marketing,Emerald,Mohd Fuaad Said; Khairul Akmaliah Adham; Nur Sa’adah Muhamad; Syahnaz Sulaiman,10.1108/jima-07-2020-0202,https://doi.org/10.1108/jima-07-2020-0202,50,China Muslim tourism,True
en,relaxed,china,C_单边_文旅核心,Exploring the Continuance Usage Intention of Travel Applications in the Case of Chinese Tourists,2020,journal-article,期刊论文,Journal of Hospitality &amp; Tourism Research,SAGE Publications,Yang Liu; Qi Li; Tudor Edu; Iliuta Costel Negricea,10.1177/1096348020962553,https://doi.org/10.1177/1096348020962553,48,Chinese Arab tourists,True
en,relaxed,china,D_单边_弱文旅,Exposure of belt and road economies to China trade shocks,2020,journal-article,期刊论文,Journal of Development Economics,Elsevier BV,Paulo Bastos,10.1016/j.jdeveco.2020.102474,https://doi.org/10.1016/j.jdeveco.2020.102474,48,China Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,Facilitating sustainable tourism by endogenization: China as exemplar,2020,journal-article,期刊论文,Annals of Tourism Research,Elsevier BV,David Weaver; Chuanzhong Tang; Yanzhi Zhao,10.1016/j.annals.2020.102890,https://doi.org/10.1016/j.annals.2020.102890,36,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Factors affecting intended hospitable behaviour to tourists: hosting Chinese tourists in a post-Covid-19 world,2020,journal-article,期刊论文,Anatolia,Informa UK Limited,Mansur Emre Armutlu; Ahmet Can Bakır; Hande Sönmez; Esra Zorer; Maria D. Alvarez,10.1080/13032917.2020.1855595,https://doi.org/10.1080/13032917.2020.1855595,20,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,"Fine-Grained Spatiotemporal Dynamics of Inbound Tourists Based on Geotagged Photos: A Case Study in Beijing, China",2020,journal-article,期刊论文,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),Changfeng Jing; Meng Dong; Mingyi Du; Yanli Zhu; Jiayun Fu,10.1109/access.2020.2972309,https://doi.org/10.1109/access.2020.2972309,21,China Riyadh tourists,False
en,relaxed,china,C_单边_文旅核心,"Folk Literati, Contested Tradition, and Heritage in Contemporary China",2020,monograph,专著,Indiana University Press,Indiana University Press,Ziying You,10.2307/j.ctvx8b7tf,https://doi.org/10.2307/j.ctvx8b7tf,8,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,Food Image and Loyalty Intentions: Chinese Tourists’ Destination Food Satisfaction,2020,journal-article,期刊论文,Journal of China Tourism Research,Informa UK Limited,Mehri Yasami; Pornpisanu Promsivapallop; Prathana Kannaovakun,10.1080/19388160.2020.1784814,https://doi.org/10.1080/19388160.2020.1784814,45,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,"Food Tourists and Food Image in a Creative City of Gastronomy in Macao, China",2020,journal-article,期刊论文,Journal of China Tourism Research,Informa UK Limited,Yim King Penny Wan; Suh-hee Choi,10.1080/19388160.2020.1852992,https://doi.org/10.1080/19388160.2020.1852992,22,China Arab tourists,False
en,relaxed,arab,C_单边_文旅核心,Food Tours in the Context of Multiculturalism Of Tourism Destinations: The City Of Dubai As An Example,2020,journal-article,期刊论文,International Journal of Tourism and Hospitality Management,Egypts Presidential Specialized Council for Education and Scientific Research,Rehab Sharaf Eldean,10.21608/ijthm.2020.134260,https://doi.org/10.21608/ijthm.2020.134260,5,China Dubai tourism,False
en,relaxed,china,C_单边_文旅核心,Forecasting Chinese Tourism Demand for Thailand: Using Markov Switching Autoregressive Model,2020,journal-article,期刊论文,Journal of Physics: Conference Series,IOP Publishing,Sainatee Chernbumroong; Chonrada Nunti; Kewalin Somboon,10.1088/1742-6596/1651/1/012027,https://doi.org/10.1088/1742-6596/1651/1/012027,0,Chinese Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Forecasting key indicators of China's inbound and outbound tourism: optimistic–pessimistic method,2020,journal-article,期刊论文,Grey Systems: Theory and Application,Emerald,Saad Ahmed Javed; Muhammad Ikram; Liangyan Tao; Sifeng Liu,10.1108/gs-12-2019-0064,https://doi.org/10.1108/gs-12-2019-0064,29,China outbound tourism Gulf,True
en,relaxed,china,D_单边_弱文旅,Geocultural Power: China’s Belt and Road Initiative,2020,journal-article,期刊论文,Geopolitics,Informa UK Limited,Tim Winter,10.1080/14650045.2020.1718656,https://doi.org/10.1080/14650045.2020.1718656,76,Belt and Road Initiative,False
en,relaxed,arab,C_单边_文旅核心,"Geomorphological Heritage Attractions Proposed for Geotourism in Asir Mountains, Saudi Arabia",2020,journal-article,期刊论文,Geoheritage,Springer Science and Business Media LLC,Mena Elassal,10.1007/s12371-020-00505-z,https://doi.org/10.1007/s12371-020-00505-z,21,China Saudi Arabia cultural heritage,False
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Based on Value Creation,2020,journal-article,期刊论文,al-Uqud : Journal of Islamic Economics,Universitas Negeri Surabaya,Ririn Tri Ratnasari,10.26740/al-uqud.v4n2.p268-284,https://doi.org/10.26740/al-uqud.v4n2.p268-284,10,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,Halal Tourism Development Analysis in Lombok Island,2020,journal-article,期刊论文,KnE Social Sciences,Knowledge E DMCC,Ahsani Taqwiem; Harun Al Rasyid Muhammad; Ali Maulidi,10.18502/kss.v4i9.7324,https://doi.org/10.18502/kss.v4i9.7324,2,China halal tourism,True
en,relaxed,arab,C_单边_文旅核心,"Halal Tourism in the Context of Tourism Sector in Tunisia: Controversies, Challenges, and Opportunities",2020,journal-article,期刊论文,Mazahib,UINSI Samarinda,Selah Vandromme,10.21093/mj.v19i2.2290,https://doi.org/10.21093/mj.v19i2.2290,3,China Tunisia tourism,True
en,relaxed,arab,C_单边_文旅核心,"Halal Tourism: The Practices of Halal Hotels in Alanya, Turkey",2020,journal-article,期刊论文,Journal of Tourism and Gastronomy Studies,Turkish Cooperative Association,Erhan Boğan,10.21325/jotags.2020.534,https://doi.org/10.21325/jotags.2020.534,18,China halal tourism,False
en,relaxed,china,C_单边_文旅核心,Heritage Education in Central China,2020,book-chapter,图书章节,Advances in Educational Technologies and Instructional Design,IGI Global,Wing On Lee; Nan Hao; Qian Zhou,10.4018/978-1-7998-1978-3.ch011,https://doi.org/10.4018/978-1-7998-1978-3.ch011,1,China Arab heritage,True
en,relaxed,arab,C_单边_文旅核心,Heritage Language and Cultural Preservation among the Nomadic Turkmen of Jordan: A Sociolinguistic Study,2020,journal-article,期刊论文,International Journal of Arabic-English Studies,The Association of Professors of English and Translation at Arab Universities - APETAU,Bader Dweik,10.33806/ijaes2000.20.1.12,https://doi.org/10.33806/ijaes2000.20.1.12,1,China Jordan cultural heritage,True
en,relaxed,china,C_单边_文旅核心,Heritage Politics in China,2020,monograph,专著,Routledge,Routledge,Yujie Zhu; Christina Maags,10.4324/9780429446429,https://doi.org/10.4324/9780429446429,124,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,Heritage and religion in China,2020,book-chapter,图书章节,Handbook on Religion in China,Edward Elgar Publishing,Yujie Zhu,10.4337/9781786437969.00011,https://doi.org/10.4337/9781786437969.00011,8,China Arab heritage,False
en,relaxed,arab,C_单边_文旅核心,Heritage and the Cultural Struggle for Palestine,2020,edited-book,编著,Stanford University Press,Stanford University Press,Chiara De Cesari,10.1515/9781503609396,https://doi.org/10.1515/9781503609396,18,China Palestine cultural heritage,False
en,relaxed,china,C_单边_文旅核心,Heritage and tourism in China,2020,book-chapter,图书章节,Chinese Heritage Sites and their Audiences,Routledge,Rouran Zhang,10.4324/9780429460333-3,https://doi.org/10.4324/9780429460333-3,0,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Heritage and tourism in China: challenges and critical approach,2020,book-chapter,图书章节,A Research Agenda for Heritage Tourism,Edward Elgar Publishing,Yujie Zhu,10.4337/9781789903522.00014,https://doi.org/10.4337/9781789903522.00014,1,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Heritage as soft power: Japan and China in international politics,2020,journal-article,期刊论文,International Journal of Cultural Policy,Informa UK Limited,Ryoko Nakano; Yujie Zhu,10.1080/10286632.2020.1845322,https://doi.org/10.1080/10286632.2020.1845322,51,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,"Heritage tourism in China: modernity, identity and sustainability",2020,journal-article,期刊论文,Journal of Tourism History,Informa UK Limited,Sune Bechmann Pedersen,10.1080/1755182x.2020.1846888,https://doi.org/10.1080/1755182x.2020.1846888,0,China Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Heritage tourism stakeholder conflict: a case of a World Heritage Site in China,2020,journal-article,期刊论文,Journal of Tourism and Cultural Change,Informa UK Limited,Yiping Li; Chammy Lau; Ping Su,10.1080/14766825.2020.1722141,https://doi.org/10.1080/14766825.2020.1722141,80,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,Hitchhiking tourism and social trust: exploring Chinese experiences through travel blogs,2020,journal-article,期刊论文,Annals of Tourism Research,Elsevier BV,Lingxu Zhou,10.1016/j.annals.2019.102853,https://doi.org/10.1016/j.annals.2019.102853,14,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,"Hitchhiking travel in China: Gender, agency and vulnerability",2020,journal-article,期刊论文,Annals of Tourism Research,Elsevier BV,Xiongbin Gao; Scott Cohen; Paul Hanna,10.1016/j.annals.2020.103002,https://doi.org/10.1016/j.annals.2020.103002,21,China Arab travel market,False
en,relaxed,china,C_单边_文旅核心,Hong Kong as a Diversified Tourism Platform in the Belt and Road Initiative,2020,book-chapter,图书章节,Hong Kong in the Belt and Road Initiative,Chinese University of Hong Kong Press,,10.2307/j.ctvzsmb9w.19,https://doi.org/10.2307/j.ctvzsmb9w.19,0,China Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,How do Chinese tourists perceive tranquillity during the tour?,2020,journal-article,期刊论文,Tourism Management Perspectives,Elsevier BV,Meng Hu; Yingying Zhang; Hui Zhang; Youhai Lu; Lin Zuo; Min Zhuang; Wei Liu; Jie Zhang; Honglei Zhang,10.1016/j.tmp.2020.100666,https://doi.org/10.1016/j.tmp.2020.100666,26,Chinese Arab tourists,False
en,relaxed,china,C_单边_文旅核心,How “Belt and Road” Initiative Affects Tourism Demand in China: Evidence from China-Mongolia-Russia Economic Corridor,2020,journal-article,期刊论文,Journal of Quality Assurance in Hospitality &amp; Tourism,Informa UK Limited,Qinghui Li; Pimtong Tavitiyaman; Dongzhi Chen,10.1080/1528008x.2020.1818666,https://doi.org/10.1080/1528008x.2020.1818666,4,China Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,"Ideal and Tourism Affect among Mainland Chinese Tourists in Hokkaido, Japan: A Comparison between Tourists with and without Ski Experience",2020,journal-article,期刊论文,International Journal of Sport and Health Science,"Japan Society of Physical Education, Health, and Sport Sciences",Rong Hu; Eiji Ito,10.5432/ijshs.202012,https://doi.org/10.5432/ijshs.202012,0,Chinese Arab tourists,False
en,relaxed,china,D_单边_弱文旅,Impact of Financial Cooperation under the Belt and Road Initiative on the Global Economy,2020,journal-article,期刊论文,International Journal of Innovative Science and Research Technology,International Journal of Innovative Science and Research Technology,Fakhr Ullah; Naveed Jan; Xiyu Liu,10.38124/ijisrt20aug499,https://doi.org/10.38124/ijisrt20aug499,0,Belt and Road cultural cooperation,True
en,relaxed,china,C_单边_文旅核心,In pursuit of happiness: Impact of the happiness level of a destination country on Chinese tourists' outbound travel choices,2020,journal-article,期刊论文,International Journal of Tourism Research,Wiley,Ziyao Huang; Sam Huang; Yang Yang; Ziyan Tang; Yutao Yang; Yijun Zhou,10.1002/jtr.2421,https://doi.org/10.1002/jtr.2421,12,Chinese outbound tourists Arab,True
en,relaxed,china,C_单边_文旅核心,"Inspiring winery experiences to benefit destination branding? Insights from wine tourists at Yantai, China",2020,journal-article,期刊论文,Journal of Hospitality and Tourism Insights,Emerald,Kyuho Lee; Stella Kladou; Ahmet Usakli; Yunxia Shi,10.1108/jhti-06-2020-0109,https://doi.org/10.1108/jhti-06-2020-0109,31,China Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Intellectual Property Tools in Safeguarding Intangible Cultural Heritage: A Chinese Perspective,2020,journal-article,期刊论文,International Journal for the Semiotics of Law - Revue internationale de Sémiotique juridique,Springer Science and Business Media LLC,Le Cheng; Yuchang Yuan,10.1007/s11196-020-09732-7,https://doi.org/10.1007/s11196-020-09732-7,16,Chinese Arab cultural heritage,False
en,relaxed,china,C_单边_文旅核心,Intelligent Media Technology Empowered Brand Communication of Chinese Intangible Cultural Heritage,2020,book-chapter,图书章节,Advances in Intelligent Systems and Computing,Springer International Publishing,Lei Cui; Xiaofen Shao,10.1007/978-3-030-62746-1_17,https://doi.org/10.1007/978-3-030-62746-1_17,0,Chinese Arab cultural heritage,False
en,relaxed,china,D_单边_弱文旅,Interpretation of Sino-Russian culture and humanities cooperation in the new era,2020,journal-article,期刊论文,Sociopolitical Sciences,YUR-VAK,Yanyan Ren,10.33693/2223-0092-2020-10-3-186-193,https://doi.org/10.33693/2223-0092-2020-10-3-186-193,1,Sino-Arab cooperation,True
en,relaxed,china,C_单边_文旅核心,Is China’s Higher Education of Tourism Ready for “The Belt and Road” Initiative?,2020,proceedings-article,会议论文,Proceedings of the 4th International Symposium on Business Corporation and Development in South-East and South Asia under B&amp;R Initiative (ISBCD 2019),Atlantis Press,Yu Liu; Hao Lin,10.2991/aebmr.k.200708.070,https://doi.org/10.2991/aebmr.k.200708.070,0,China Belt and Road tourism,False
en,relaxed,china,C_单边_文旅核心,Is the Iron Silk Road Really So Important? Rail Freight Use on China’s “Silk Road Economic Belt”,2020,journal-article,期刊论文,MGIMO Review of International Relations,MGIMO University,P. Bucsky; T. Kenderdine,10.24833/2071-8160-2020-5-74-168-193,https://doi.org/10.24833/2071-8160-2020-5-74-168-193,6,silk road tourism,True
en,relaxed,arab,C_单边_文旅核心,Islamic Finance and Halal Tourism: An Unexplored Bridge for Smart Specialization,2020,journal-article,期刊论文,Sustainability,MDPI AG,Juan Carlos Martín; Carmen Orden-Cruz; Slimane Zergane,10.3390/su12145736,https://doi.org/10.3390/su12145736,19,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,Islamic Tourism in Southeast Asia: The Concept and its Implementation,2020,journal-article,期刊论文,International Journal of Halal Research,Insight Society,Zubaidi Wahyono; Mohd Abbas Abdul Razak,10.18517/ijhr.2.2.90-105.2020,https://doi.org/10.18517/ijhr.2.2.90-105.2020,8,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,"Islamic Tourism: The Characteristics, Concept and Principles",2020,journal-article,期刊论文,KnE Social Sciences,Knowledge E DMCC,Amini Amir Abdullah; Mohd Daud Awang; Norsazali Abdullah,10.18502/kss.v4i9.7326,https://doi.org/10.18502/kss.v4i9.7326,15,China Islamic tourism,True
en,relaxed,arab,C_单边_文旅核心,"Islamic tourism: travel motivations, satisfaction and word of mouth, Ghana",2020,journal-article,期刊论文,Journal of Islamic Marketing,Emerald,Alexander Preko; Iddrisu Mohammed; Theophilus Francis Gyepi-Garbrah; Azizbek Allaberganov,10.1108/jima-04-2019-0082,https://doi.org/10.1108/jima-04-2019-0082,42,China Islamic tourism,True
en,relaxed,china,C_单边_文旅核心,Launching an online graduate degree for tourism management in China: lessons in Chinese-foreign cooperation,2020,journal-article,期刊论文,Journal of Teaching in Travel &amp; Tourism,Informa UK Limited,David W. Knight; Wang Nian; Elaine Chen,10.1080/15313220.2019.1707148,https://doi.org/10.1080/15313220.2019.1707148,9,China Arab tourism cooperation,False
en,relaxed,china,C_单边_文旅核心,"Lifestyle, profit, and the selling of home to tourists in Lijiang, China",2020,journal-article,期刊论文,Tourism Geographies,Informa UK Limited,Xiaobo Su; Heqing Zhang; Xiaomei Cai,10.1080/14616688.2019.1708447,https://doi.org/10.1080/14616688.2019.1708447,25,China Arab tourists,False
en,relaxed,china,C_单边_文旅核心,Living standard and Chinese tourism participation,2020,journal-article,期刊论文,International Journal of Tourism Research,Wiley,Cristina Bernini; Ruizhe Fang,10.1002/jtr.2406,https://doi.org/10.1002/jtr.2406,16,Chinese Arab tourism,True
en,relaxed,china,C_单边_文旅核心,Luxury shopping tourism: views from Chinese post-1990s female tourists,2020,journal-article,期刊论文,Tourism Review,Emerald,Cui Stacey Li; Carol Xiaoyue Zhang; Xiaoqing Chen; Meng Shan Sharon Wu,10.1108/tr-08-2019-0335,https://doi.org/10.1108/tr-08-2019-0335,19,Chinese Arab tourism,True
en,relaxed,china,C_单边_文旅核心,MEDICAL TOURISM IN CHINESE MANZHOULI (SOCIO-CULTURAL PRACTICES OF CROSS-BORDER AREAS),2020,journal-article,期刊论文,Bulletin of the Buryat Scientific Center of the Siberian Branch of the Russian Academy of Sciences,"Institute for Mongolian, Buddhist and Tibetan Studies of the SBRAS",S. B. Namsaraeva; M. M. Sodnompilova,10.31554/2222-9175-2020-40-75-84,https://doi.org/10.31554/2222-9175-2020-40-75-84,0,Chinese Gulf tourism,False
en,relaxed,arab,C_单边_文旅核心,MUSLIM FRIENDLY TOURISM AND WESTERN CREATIVE TOURISM: THE CONCEPTUAL INTERSECTION ANALYSIS,2020,journal-article,期刊论文,International Journal of Islamic Business Ethics,Universitas Islam Sultan Agung,Syarifah Hasanah,10.30659/ijibe.5.1.21-32,https://doi.org/10.30659/ijibe.5.1.21-32,1,China Muslim tourism,True
en,relaxed,china,C_单边_文旅核心,"Make It Memorable: Tourism Experience, Fun, Recommendation and Revisit Intentions of Chinese Outbound Tourists",2020,journal-article,期刊论文,Sustainability,MDPI AG,Xin Chen; Zhen-feng Cheng; Gyu-Bae Kim,10.3390/su12051904,https://doi.org/10.3390/su12051904,217,Chinese Arab tourists,True
en,relaxed,arab,C_单边_文旅核心,Management of Tourism Crisis in the Middle East,2020,book-chapter,图书章节,Public Sector Crisis Management,IntechOpen,Omar Jawabreh,10.5772/intechopen.90174,https://doi.org/10.5772/intechopen.90174,5,China Middle East tourism,True
en,relaxed,china,C_单边_文旅核心,Maritime Silk Road and Cultural Communication between China and the West,2020,book,图书,The Rowman & Littlefield Publishing Group,The Rowman & Littlefield Publishing Group,Yan Chen,10.5040/9781978736405,https://doi.org/10.5040/9781978736405,0,Silk Road tourism China,True
en,relaxed,china,C_单边_文旅核心,Market Potential and Obstacles for Film-Induced Tourism Development in Yunnan Province in China,2020,journal-article,期刊论文,Journal of China Tourism Research,Informa UK Limited,Lawal M. Marafa; Chung-Shing Chan; Ke Li,10.1080/19388160.2020.1819498,https://doi.org/10.1080/19388160.2020.1819498,14,Arab tourism China market,False
en,relaxed,arab,D_单边_弱文旅,Modern Saudi Arabia,2020,book,图书,"ABC-CLIO, LLC","ABC-CLIO, LLC",Valerie Anishchenkova,10.5040/9798400686887,https://doi.org/10.5040/9798400686887,11,China Saudi Arabia tourism,True
en,relaxed,arab,C_单边_文旅核心,Necessary conditions for integrated approaches to the post-conflict recovery of cultural heritage in the Arab World,2020,journal-article,期刊论文,International Journal of Heritage Studies,Informa UK Limited,Sultan Barakat,10.1080/13527258.2020.1799061,https://doi.org/10.1080/13527258.2020.1799061,48,China Arab heritage,False
en,relaxed,china,C_单边_文旅核心,On the Influence of Chinese Traditional Etiquette Culture on Tourism Management,2020,proceedings-article,会议论文,Proceedings of the 2020 5th International Conference on Modern Management and Education Technology (MMET 2020),Atlantis Press,Xixi Zeng,10.2991/assehr.k.201023.007,https://doi.org/10.2991/assehr.k.201023.007,0,Chinese Arab tourism,False
en,relaxed,china,C_单边_文旅核心,Onboard activity choice of Chinese cruise tourists,2020,journal-article,期刊论文,"International Journal of Culture, Tourism and Hospitality Research",Emerald,Na Li,10.1108/ijcthr-08-2019-0150,https://doi.org/10.1108/ijcthr-08-2019-0150,3,Chinese Arab tourists,True
en,relaxed,china,C_单边_文旅核心,Outbound Chinese tourism: looking back and looking forward,2020,journal-article,期刊论文,"Journal of Policy Research in Tourism, Leisure and Events",Informa UK Limited,Patricia C. Johnson; Honggang Xu; Wolfgang G. Arlt,10.1080/19407963.2018.1505098,https://doi.org/10.1080/19407963.2018.1505098,14,Chinese Arab tourism,False
