query_language,title,year,venue,authors,doi,openalex_url,matched_keywords,relation_sides,cited_by_count,type
ar,تطوير السياحة الصحراوية في الجزائر ، بين ضرورة التفعيل وصعوبة التنفيذ - دراسة حالة وادي رم بالصحراء الأردنية أنموذجا,2019,مجلة الإقتصاد الجديد,طهرات عمار; طيبة عبد العزيز,,https://openalex.org/W2955092948,['السياحة الصحراوية'],arab,0,article
ar,استراتیجیة تنمیة السیاحة البیئیة فی الجزائر (دراسة حالة: المحمیات الطبیعیة),2022,المجلة العربية لعلوم السياحة والضيافة والآثار,العلجة مبطوش,10.21608/kjao.2022.221842,https://openalex.org/W4220898890,['السياحة البيئية'],arab,0,article
ar,السياحة الدينية في وسط الصعيد دراسة في الجغرافيا السياحية بالتطبيق على مدينة القوصية,2024,Al-Mağallah Al-ʿilmiyyaẗ Li Kulliyyaẗ Al-Adāb - Ǧāmiʿaẗ Asyūṭ/Al-Mağallah Al-ʿilmiyyaẗ Li Kulliyyaẗ Al-Adāb - Ǧāmiʿaẗ Asyūṭ ,مروه عبد الرحمن احمد عبد,10.21608/aakj.2024.289988.1757,https://openalex.org/W4400060478,['السياحة الدينية'],arab,0,article
ar,دور الرقابة المالية لديوان المحاسبة على نفقات العلاج خارج دولة الکويت: دراسة حالة وزارة الصحة,2021,المجلة العربیة للإدارة,هاجر الوادي; مرعي بني خالد,10.21608/aja.2021.151150,https://openalex.org/W3135555830,['السفر'],arab,0,article
ar,دور کنائس وأدیرة مارجرجس الرومانی الأثریة بالدقهلیة فی تأکید هویتها کمقصد سیاحی,2021,المجلة العلمیة لکلیة السیاحة و الفنادق جامعة الأسکندریة,أمیرة محروس,10.21608/thalexu.2022.87943.1063,https://openalex.org/W4205951097,['السائحين'],arab,0,article
ar,"الغرف الدمشقية العثمانية ودورها في إثراء العروض المتحفية وحفظ التراث السوري المادي واللاماد ""دراسة متحفية تراثية"" د/ محمد أحمد محمد محمد عبد السلام",2024,Maǧallaẗ al-biḥūṯ wa Al-Dirasāt al-āṯāriyyaẗ,"أحمد محمد محمد عبد السلام, محمد",10.21608/archmu.2024.345732,https://openalex.org/W4393148642,['المتاحف'],arab,0,article
ar,أثر المزيج التسويقي الإلكتروني على إتجاهات السائحين نحو السياحة في الأردن,2013,Dirasat: Administrative Sciences,أنس يحيى الحديد; رفعت عودة الله الشناق,10.12816/0002634,https://openalex.org/W2323414110,['السائحين'],arab,0,article
ar,"إجراءت السفر في مصر في ضوء مقننة الإديوس لوجوس ""Απόστολος""",2023,مجلة الدراسات التاريخية والحضارية المصرية,ربيع عيد كريم,10.21608/jhse.2024.311153.1236,https://openalex.org/W4403874211,['السفر'],arab,0,article
ar,الآثار البيئية لتحرير التجارة على الاقتصاد المصرى,2024,مجلة السياسة والاقتصاد,محمد راشد; احمد قمرة,10.21608/jocu.2024.299935.1348,https://openalex.org/W4400616412,['الآثار'],arab,0,article
ar,التنمية السياحية في الدول العربية واقعها وآفاق تطويرها -دراسة تقييمية لتجربة الجزائر –,2013,مجلة الاقتصاد و التنمية البشرية,كورتل فريد; كحيلة آمال,,https://openalex.org/W2735517781,['التنمية السياحية'],arab,0,article
ar,حماية السائح القانونية في عقود باقات الرحلات السياحية وفقا للتشريع الاماراتي .,2024,مجلة البحوث القانونية والإقتصادية (المنصورة),يونس راشد محمد راشد و أ.د معمر بن طريه,10.21608/mjle.2024.393497,https://openalex.org/W4404774919,"['الرحلات', 'السائح', 'السائحين']",arab,0,article
ar,تطوير أداء منظمي الرحلات السياحية ودوره في دعم عملية التنمية السياحية المستدامة (بالتطبيق على منظمي الرحلات السياحية في مصر),2023,المجلة العلمیة لکلیة السیاحة و الفنادق جامعة الأسکندریة,زينب يسري عبد العال إبراهيم,10.21608/thalexu.2023.205849.1096,https://openalex.org/W4383107823,"['التنمية السياحية', 'الرحلات', 'السائح', 'السياحية']",arab,0,article
ar,أثر إدارة المراسم والاتيكيت في تحقيق النجاح الاستراتيجي لمنظمات الضيافة,2018,Al-Ghary Journal of Economic and Administrative Sciences,نوفل عبد الرضا الكمري; عماد حسين سعود,10.36325/ghjec.v15i1.5384,https://openalex.org/W3115118085,"['السائح', 'الضيافة']",arab,1,article
ar,الضيافة ومظاهرها عند العرب قبل الإسلام,2015,Govara zanistîn mirovayetî ya-zankoya Zaxo,Mohammed A. Hussein,10.26436/hjuoz.2015.3.1.183,https://openalex.org/W4312362609,['الضيافة'],arab,0,article
ar,بنية المتخيل والمرجع الحي في رواية (الباب الطارف)لعبير العلي - قراءة سيميائية,2021,Journal of Faculty of Arts University of Khartoum,عبد الحميد سيف أحمد الحسامي,10.53332/jfa.v32i.483,https://openalex.org/W4297583206,['السائح'],arab,0,article
ar,تنشیط حرکة السیاحة الترویحیة البولندیة فى جمهوریة مصر العربیة,2020,المجلة العلمیة للتربیة البدنیة وعلوم الریاضة جامعة حلوان,رأفت عبد الرؤوف محمد محمد أحمد بکری,10.21608/jsbsh.2020.34077.1211,https://openalex.org/W3044605713,"['السائح', 'السائحين']",arab,0,article
ar,إستراتيجية التنمية السياحية في البلدان المغاربية : دراسة مقارنة بين الجزائر والمغرب,2019,Alternatives Managériales Economiques,عبد الله لفايدة; لمياء بوعروج,10.48374/imist.prsm/ame-v1i1.18540,https://openalex.org/W2993307852,['التنمية السياحية'],arab,0,article
ar,رکائز تفعيل السياحة الريفية المستدامة بالريف المصرى The pillars of activating sustainable rural tourism in rural Egypt,2018,Journal of Urban Research /Journal of Urban Research,جيهان سيد; ياسمين عصام,10.21608/jur.2018.88622,https://openalex.org/W3164199314,"['السياحة الريفية', 'السياحة المستدامة', 'صناعة السياحة']",arab,0,article
ar,نحو إستراتيجية التنمية السياحية المستدامة في الجزائر,2017,khazzartech الاقتصاد الصناعي,سليمة ياسية; ياسمين لحواسنية,,https://openalex.org/W2905643357,"['التنمية السياحية', 'السياحية']",arab,0,article
ar,تنمية مهارات كتابة التقرير لدارسي اللغة العربية الناطقين بلغات أخرى باستخدام الرحلات المعرفية عبر الويب,2025,Mağallaẗ Banhā Lil-ʿulūm Al-Insāniyyaẗ,الاء عـــادل أحمـــد رضــــوان,10.21608/bjhs.2025.408409.1457,https://openalex.org/W4417234914,['الرحلات'],arab,0,article
ar,"تأثير الموروثات الثقافية للمرأة المصرية على مستقبل السياسات السکانية ""رؤية استشرافية""",2022,Mağallaẗ Al-Qirā'aẗ wa Al-Maʿrifaẗ/Mağallaẗ Al-Qirā'aẗ wa Al-Maʿrifaẗ,أ / منال عبد العزيز محمد على الرشيدي,10.21608/mrk.2022.232748,https://openalex.org/W4224323171,['الموروث الثقافي'],arab,0,article
ar,تقييم استراتيجية التنمية السياحية في الجزائر للفترة 2008-2015,2023,,ساعد بوراوي,10.51841/2159-006-001-041,https://openalex.org/W4412140953,['التنمية السياحية'],arab,0,article
ar,الآثار القانونية للشائعة في القانون الأردني,2021,مجلة جامعة الحسين بن طلال للبحوث,حسام عليان محمد الخرابشة,10.36621/0397-007-989-010,https://openalex.org/W4302382342,['الآثار'],arab,0,article
ar,التراث الحضاري الإسلامي من خلال جداريات المتحف العمومي للفنون والتعابير الثقافية التقليدية (قصر الحاج أحمد باي قسنطينة) -- دراسة سيمولوجية تاريخية لجداريات مدينة تونس 1818م,2022,مجلة المعيار,لطفي علي قشي; نور الإسلام غدار,10.37138/mieyar.v26i2.4849,https://openalex.org/W4324344852,['المتحف'],arab,0,article
ar,التنمية السياحية في المنطقة العربية «المغرب أنموذجا»,2013,مجلة البحوث والدراسات,عشي صليحة,,https://openalex.org/W2916973944,"['التنمية السياحية', 'السياحية']",arab,0,article
ar,الآثار الاقتصادية لبعض متغيرات الاقتصاد الكلي على البطالة في العراق للفترة (2003-2017): دراسة قياسية,2020,Academic Journal of Nawroz University,Awaz M. S. Haji; Zaki M. Akrawee,10.25007/ajnu.v9n3a843,https://openalex.org/W3081679013,['الآثار'],arab,2,article
ar,التوظيف الحكومي للإعلام السياحي في ترويج الوجهة السياحية الجزائرية دراسة تحليلية للمخطط التوجيهي للتهيئة السياحية sdat2025,2018,مجلة المقدمة للدراسات الانسانية و الاجتماعية,مقعاش يوسف,,https://openalex.org/W3095034540,['السياحية'],arab,0,article
ar,الاستثمارات السياحية كأداة لترقية السياحة في الجزائر,2020,,بوكابوس مريم,,https://openalex.org/W3158758971,"['السياحة', 'السياحية']",arab,0,article
ar,التوعیة الأثریة ودور المواطن المصری فی الحفاظ على آثار مصر La sensibilisation archéologique et le rôle du citoyen égyptien pour la sauvegarde des monuments en Egypte,2013,The Conference Book of the General Union of Arab Archaeologists/The Conference Book of the General Union of Arab Archaeologists,Omaïma El-Shal,10.21608/cguaa.2013.31440,https://openalex.org/W2946222907,['السائح'],arab,0,conference-paper
ar,"طريق الحرير الصيني القديم وطريق الحرير الصيني الجديد:, الثابت والمتغير من منظور سياسات القوة",2023,المجلة الجزائرية للحقوق والعلوم السياسية,شهرزاد أدمام,10.51840/2115-008-001-063,https://openalex.org/W4412132232,['طريق الحرير'],china,0,article
ar,طرق تمويل الاستثمار السياحي وسبل تفعيلها في الجزائر,2015,مجلة دفاتر البحوث العلمية,صليحة بن طلحة; موسى حمدانى,10.37218/1426-000-006-008,https://openalex.org/W2997992958,['السياحي'],arab,0,article
ar,السياحة الحلال بين الضوابط الشرعية والمنافع الاقتصادية استعراض بعض النماذج الناجحة مع الإشارة إلى حالة الجزائر,2020,مجلة جامعة الأمير عبد القادر للعلوم الإسلامية,خولة عزاز; لطيفة بهلول,10.37138/emirj.v34i1.1318,https://openalex.org/W4323658562,"['السائحين', 'السياحة الحلال']",arab,0,article
ar,مقصد التيسير في الشريعة الإسلامية دراسة تطبيقية على جهود المنظم السعودي في تيسير مناسك الحج والعمرة,2024,مجلة کلية الدراسات الإسلامية والعربية للبنات بسوهاج,سمية الطاهر محمد القاضي,10.21608/mkebs.2024.323384.1124,https://openalex.org/W4405658897,"['الحج', 'الحج والعمرة']",arab,0,article
ar,دور التراث اليونانى الرومانى بمتاحف الآثار بالأسكندرية فى تأكيد هويتها الثقافية كمقصد سياحى,2017,"International Journal of Heritage, Tourism, and Hospitality",M Elkady; Noha Khalil,,https://openalex.org/W2905593058,['المتاحف'],arab,0,article
ar,الحج في الحقبة الاستعمارية,2021,Centre français de recherche de la péninsule Arabique eBooks,لـــوك شـــانـــتر,10.4000/books.cefas.3405,https://openalex.org/W3177358415,['الحج'],arab,0,book
ar,دور تكنولوجيات الإعلام والاتصال في تحقيق استراتيجيات التنمية السياحية المستدامة في الجزائر,2016,مجلة آفاق للعلوم,سهيلة زوار,10.37167/1677-000-004-035,https://openalex.org/W2765374545,['التنمية السياحية'],arab,0,article
ar,"التضامن الاجتماعي البدو في فلم ""ذيب"" لناجي أبو نوار :دراسة تحليلية اجتماعية أدبية بنظرية لإيميل دورهيم",2017,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),Achmad Mukhlis Ridho,,https://openalex.org/W2884567983,['الضيافة'],arab,0,dissertation
ar,الآثار النفسية المترتبة على الطلبة اللاجئين السوريين في المدارس الأردنية تبعا لبعض المتغيرات,2016,مجلة المنارة للبحوث والدراسات,غدير أحمد أبو الغنم; محمد نعيمات; حمزة خليل الخدام,10.33985/0531-022-002-009,https://openalex.org/W2800848016,['الآثار'],arab,1,article
ar,أثر السرد القصصي كأداة للمرشدين السياحيين على تجربة السائح: التراث ا لثقافي غير المادي كمتغير معدل,2025,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,حمادة حسين; محمود عبد المنعم عبداللاه,10.21608/mfth.2025.437279,https://openalex.org/W4412360097,"['التراث الثقافي', 'السائح', 'السائحين']",arab,0,article
ar,برنامج قائم على الرحلات المعرفية لتنمية قيم الانتماء الوطني في مادة التاريخ لدى طلاب الصف الثالث المتوسط بالعراق,2023,Maǧallaẗ Kulliyyaẗ Al-Tarbiyyaẗ Bil-Manṣūraẗ,فارس وشاح احمد محمود,10.21608/maed.2023.320347,https://openalex.org/W4387622327,['الرحلات'],arab,0,article
ar,"الموروث الثقافي لمنطقة الجنوب الغربي الجزائري عند عبد القادر خليفي (قراءة في كتابيه:""من الموروث الثقافي الجمعي المغاربي ــ منطقة عين الصفراء نموذجا"" و ""في التراث الشعبي للجنوب الغربي الجزائري"") The cultural heritage of the south-western Algerian region by Abdelkader Khelifi (Read in his books: ''From the cultural heritage of the Ain Sefra region'' and ''in the popular heritage of south-western Algeria'')",2020,مجلة إشكالات في اللغة و الأدب,سعيد خليفي,,https://openalex.org/W3012956896,['الموروث الثقافي'],arab,0,article
ar,الاهمية الاقتصادية لصناعة السفر والسياحة في بلدان المغرب العربي دراسة مقارنة بين الجزائر ،تونس والمغرب,2017,khazzartech الاقتصاد الصناعي,عيساني ربيع; بوراوي ساعد,,https://openalex.org/W2914586114,"['السفر', 'السفر والسياحة']",arab,0,article
ar,دور المنصات الرقمية في تعزيز السياحة التشاركية في مصر,2024,مجلة کلية السياحة والفنادق جامعة المنصورة,بسمة أشرف محمد رشاد; غادة علي حمود; رانيا محمد بهاء الدين,10.21608/mkaf.2024.404536,https://openalex.org/W4406700621,['السائحين'],arab,0,article
ar,واقع القطاع السياحي والخدمات التكميلية في الجزائر,2020,مجلة الاستراتيجية والتنمية,فتيحة فرطاس,10.34276/1822-010-005-025,https://openalex.org/W3097579453,['السياحي'],arab,0,article
ar,قیاس مدى تأثر الصوره الذهنیه للمقصد السیاحى بالتلوث البیئی (دراسه حاله على صعید مصر ),2016,Scientific Journal of October 6 University,محمد صالح,10.21608/sjou.2016.31806,https://openalex.org/W2952688494,['السائح'],arab,0,article
ar,المتاحف فی سلطنة عمان : بین الاستثمار الثقافی والضرورة التربویة,2021,المجلة العلمية لجمعية امسيا – التربية عن طريق الفن,فخریة الیحیائی; بدر المعمری; اسلام هیبة; نجلاء السعدی,10.21608/amesea.2021.178642,https://openalex.org/W3178815300,['المتاحف'],arab,0,article
ar,اثر التسويق السياحي في أداء المنظمات السياحية: دراسة حالة المنظمات السياحية السودانية The Impact of Tourism Marketing on the Performance of the Tourism Organizations: Case Study on the Sudanese Tourism Organizations,2021,,الطاهر احمد محمد علي ابو محمد; موسى محمد يعقوب ابو مصعب; برعي بابكر محمود ابو محمد,,https://openalex.org/W3128018366,['التسويق السياحي'],arab,0,article
ar,"دراسة أثرية لمجموعة الأواني الفخارية من المتحف الزراعي بالقاهرة"" غير منشورة""",2022,Mağallaẗ Al-Dirāsāt Al-Insāniyyah wal-Adabiyyah /Mağallaẗ Al-Dirāsāt Al-Insāni yyaẗ wa Al-Adabiyyaẗ,د/ صفاء سمير ابواليزيد درويش,10.21608/shak.2022.246638,https://openalex.org/W4283771901,['المتحف'],arab,0,article
ar,التراث الثقافي العربي في ظل سياسات الوصول المفتوح: دراسة تخطيطية لبناء سياسة عربية,2025,Al-Mağallah Al-ʿarabiyyaẗ Al-Dawliyyaẗ Li Tuknūlūğyā Al-Maʿlūmāt wa Al-Bayānāt,كريمان بكنام صدقي عبد العزيز,10.21608/aijtid.2025.442627.1153,https://openalex.org/W4417532047,['التراث الثقافي'],arab,0,article
ar,"""أثر تطبيق معايير ضمان الجودة في تحسين جودة خدمات المتاحف بالمملكة العربية السعودية"" (دراسة تطبيقية على المتحف الدولي للسيرة النبوية)",2024,Arab Journal for Scientific Publishing,مسفر بن حسن آل شري الوادعي,10.36571/ajsp7426,https://openalex.org/W4405049278,"['المتاحف', 'المتحف']",arab,0,article
ar,الهویة المصریة کمصدر ابداعى للحملات الاعلانیة الترویجیة (دراسة تجریبیة للإعلان عن إفتتاح المتحف المصرى الکبیر),2021,مجلة العمارة والفنون والعلوم الإنسانية,منى ابراهیم عبد الرحیم,10.21608/mjaf.2020.46108.1920,https://openalex.org/W3120123984,['المتحف'],arab,0,article
ar,صناعة السياحة في الجزائر-مقوماتها ومكامن تنافسيتها,2019,,عبد الحفيظ مسكين; صفية درويش; سمير زعرور,,https://openalex.org/W2969369566,"['السياحة', 'صناعة السياحة']",arab,0,article
ar,دور التجارة وقوافل الحج في انتشار الإسلام في إفريقيا جنوب الصحراء,2019,,شريفة کلاع,10.21608/kan.2019.123491,https://openalex.org/W3203753701,['الحج'],arab,0,article
ar,فعالية الحوافز الضريبية لتشجيع الاستثمار السياحي في الجزائر,2019,مجلة الاجتهاد للدراسات القانونية والاقتصادية,منصورى المبروك; الطيبى البركة,10.36540/1914-008-002-011,https://openalex.org/W3092742664,['السياحي'],arab,0,article
ar,عقود ايجار بابلية غير منشورة من المتحف العراقي,2025,مداد الآداب,أ.م.د. شيماء ناصر حسين الخالدي,10.58564/ma.v15i40.1848,https://openalex.org/W4414006776,['المتحف'],arab,0,article
ar,آفاق الاستثمار السياحي في الجزائر,2024,المجلة العربية لعلوم السياحة والضيافة والآثار,بوراس بودالية; نشأت إدوارد ناشد,10.21608/kjao.2024.380158,https://openalex.org/W4402776510,['السياحي'],arab,0,article
ar,النظم الإدارية والاقتصادية في الدولة القرخطائية (519: 608هـ/1125: 1211م),2025,Mağallaẗ Al-Dirāsāt Al-ʿarābiyyaẗ/Mağallaẗ Al-Dirāsāt Al-ʿarābiyyaẗ,أميرة فاوي عسر تغيان,10.21608/dram.2025.370793.2159,https://openalex.org/W4413171283,['طريق الحرير'],china,0,article
ar,واقع مؤهلات صناعة السياحة في الجزائر وآفاقها لتحقيق التنمية الاقتصادية والاجتماعية,2017,مجلة اقتصاديات الاعمال والتجارة,خرخاش سامية; عريوة محاد; أحمد ميلي سمية,,https://openalex.org/W2911550985,['صناعة السياحة'],arab,0,article
ar,الاستثمار السياحي في الجزائر بين الإطار القانوني والمؤسساتي,2016,مجلة التنمية والاستشراف للبحوث والدراسات,شاهد إلياس; دفرور عبد النعيم,,https://openalex.org/W2911638822,['السياحي'],arab,0,article
ar,المسئولية المجتمعية ودورها في تعزيز الهوية المصرية لإستدامة السياحة: بالتطبيق على محافظة جنوب سيناء,2024,Journal of Association of Arab Universities for Tourism and Hospitality,Nourhan Nagy; Nevien Eid; Marwa Ali Abdel-Wahab; Rasha Ahmed Khalil,10.21608/jaauth.2024.285243.1574,https://openalex.org/W4399544635,['السياحة المستدامة'],arab,0,article
ar,المجد الأبدي للفراعنة,2025,Risālaẗ al-Yūniskū,مارتن دوماس بريمبولت,10.18356/22203559-2025-3-10,https://openalex.org/W4413273911,['المتاحف'],arab,0,article
ar,الخطاب الإشهاري السياحي ورهان تسويق اللغة العربية,2020,الخطاب والتواصل,نزهة خلفاوي,,https://openalex.org/W3033638154,['السياحي'],arab,0,article
ar,التسويق السياحي الإلكتروني ودوره في النهوض بالصناعة السياحية في الجزائر,2017,مجلة العلوم الانسانية,سعاد شعابنیة; ناصر بوجلال; آسيا سعدان,10.37136/1003-000-048-059,https://openalex.org/W2997730169,['التسويق السياحي'],arab,0,article
ar,أنماط السياحة الداخلية والخارجية في عصر دولة الموحدين في المغرب والأندلس (541- 668هـ/ 1147- 1269م),2024,Maǧallaẗ Kulliyyaẗ Al-Adāb bi Al-Wadī Al-Ǧadīd/Maǧallaẗ Kulliyyaẗ Al-Adāb bi Al-Wadī Al-Ǧadīd,د هبة الله محمد عبد الفتاح ‏,10.21608/mkwn.2024.411288,https://openalex.org/W4407611811,"['السياحة الدينية', 'السياحة العلاجية']",arab,0,article
ar,أثر السياحة البيئية في تحقيق التنمية المستدامة في مصر,2019,الدراسات القانونية المقارنة,يدك د محمد,,https://openalex.org/W2968485650,['السياحة البيئية'],arab,0,article
ar,استعمال مادة الفوم كأسلوب فني في معالجة بيئات الأسماك المحنطة في قاعة معروضات المتحف,2015,ALUSTATH JOURNAL FOR HUMAN AND SOCIAL SCIENCES,محمود حسين عبد الرحمن,10.36473/ujhss.v214i1.1464,https://openalex.org/W3204706996,['المتحف'],arab,0,article
ar,امكانية تطبيق تقنية الهولوجرام في القطاع السياحي المصري,2023,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,أحمد صابر عبد الواحد; تقى محروس فهمي; عبدالفتاح سليمان شوالي,10.21608/mfth.2023.417922,https://openalex.org/W4408627495,"['السائح', 'السائحين', 'السياحي']",arab,0,article
ar,دور المنجز الفني في توثيق وتدوين التراث الثقافي غير المادي التونسي، من خلال دراسة لأعمال تشكيلية حديثة ومعاصرة,2024,Jordan Journal of the Arts,عواطف منصور,10.47016/16.4.4,https://openalex.org/W4392324934,['التراث الثقافي'],arab,0,article
ar,قرية التراث اليمني,2026,"University of Science and Technology Institutional Repository (University of Science and Technology, Sana’a, Yemen)",حنش، ملاك صيفي حميد,,https://openalex.org/W7203842347,['التراث'],arab,0,article
ar,جهود الشارقة في الترويج لقطاع السياحة,2024,Al-Adab Journal,عبدالله الكتبي; د محمد ابوشوق,10.31973/xbst4j72,https://openalex.org/W4402552623,['السياحة'],arab,0,article
ar,الواقع المعزز كأداة لتعزيز السياحة الثقافية من خلال رحلة إله الشمس في كتاب الإمي دوات,2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,حمـاده حسـين; مراد الـــوزة; محمــود عبدالمنــعم عبداللاه,10.21608/mfth.2024.405359,https://openalex.org/W4406701846,"['التراث الثقافي', 'السياحة الثقافية']",arab,0,article
ar,التحديات التي تواجه التراث الثقافي الليبي,2024,Mağallaẗ Al-Maʿhad Al-ʿālī Lil Dirāsāt Al-Nawʿiyyaẗ /Mağallaẗ Al-Maʿhad Al-ʿālī Lil Dirāsāt Al-Nawʿiyyaẗ,د.أشرف سليمان ابوبكر محمد,10.21608/hiss.2024.310222.1400,https://openalex.org/W4401848770,"['التراث', 'التراث الثقافي', 'الموروث الثقافي']",arab,0,article
ar,السياحة الصحراوية في الجزائر : المقومات ، المعوقات ، الآفاق,2013,مجلة الباحث الإقتصادي,محمد الأمين وليد طالب,10.35391/1894-001-001-013,https://openalex.org/W4412178592,"['السياحة', 'السياحة الصحراوية']",arab,0,article
ar,الاستفادة من القيم الجمالية للزخارف التراثية بالمنطقة الغربية في المملكة العربية السعودية لاستحداث تصاميم لمكملات الأزياء,2024,International Journal on Humanities and Social Sciences,دعاء معيض الحارثي; أ.د. أسماء عبدالله سالم,10.33193/ijohss.61.2024.753,https://openalex.org/W4402960219,['الموروث الثقافي'],arab,0,article
ar,التمثيل الكارتوكرافيا لحركة السياحة الدينية في العراق,2020,,صبحى أحمد خلف,10.35516/0103-047-998-028,https://openalex.org/W3180656810,"['السياحة', 'السياحة الدينية']",arab,0,article
ar,التراث اليمني ... والتخريب السعودي,2015,HAL (Le Centre pour la Communication Scientifique Directe),Lamya Khalidi,,https://openalex.org/W2963949862,['التراث'],arab,0,article
ar,التبرك بزيارة المراقد المقدسة في كتب الرحلات-رحلة ابن جبير إنموذجا-,2022,AL-AMEED JOURNAL,فوزي خيري كاظم,10.55568/amd.v11i43.157-184,https://openalex.org/W4309264004,['الرحلات'],arab,0,article
ar,"دور الترويج للحظائر الوطنية في تفعيل السياحة البيئية في الجزائر:, حالة الحظيرة الوطنية للشريعة",2025,مجلة الإبداع,سفيان بوعزيز,10.53999/2297-015-002-001,https://openalex.org/W4415001344,['السياحة البيئية'],arab,0,article
ar,دراسة مقدمات المخاطر المدرکة للسائحین الأجانب الزائرین لمصر وأثرها على عملیة البحث عن المعلومات,2017,مجلة کلیة التجارة للبحوث العلمیة جامعة الإسکندریة,علاء الدین حسن على الغرباوی,10.21608/acj.2017.44694,https://openalex.org/W2969575457,"['السائحين', 'السفر']",arab,1,article
ar,السياحة الرياضية تخطيط إستراتيجي لتنمية الاقتصاد الجزائري,2017,المجلة العلمية للتربية البدنية و الرياضية,سعاد أولباني,,https://openalex.org/W2883454271,['السياحة'],arab,0,article
ar,تشكيل الميتاڤيرس نحو السفر المستدام: الفرص والتحديات,2024,مجلة کلية السياحة والفنادق - جامعة مدينة السادات,محمود صلاح الدين; هبة الله جعفر; مروة عبدالوارث; بسام الرميدي,10.21608/mfth.2024.392508,https://openalex.org/W4404777170,"['السائحين', 'السفر', 'السياحة المستدامة']",arab,0,article
ar,تقييم بعض خصائص المياه الأرضية المحاذية لطريق الحج البري الحديث لمحافظة النجف,2016,Kufa Journal for Agricultural Sciences,زينب علي طالب,,https://openalex.org/W2586682914,['الحج'],arab,0,article
ar,إمکانیات تفعیل دور المحمیات الطبیعیة فى مصر کآلیة لتنمیة السیاحة البیئیة المستدامة,2022,مجلة جامعة الإسکندرية للعلوم الإدارية,إیمان حسن سوسه,10.21608/acj.2022.227055,https://openalex.org/W4225646742,"['التنمية السياحية', 'السياحة البيئية']",arab,0,article
ar,Contribution of social media influencers to the local sustainable tourism development: Case study of the Algerian influencer Mohamed Djamel Taleb مساهمة مؤثري شبكات التواصل الاجتماعي في التنمية السياحية المحلية المستدامة: دراسة حالة المؤثر الجزائري محمد جمال طالب,2020,مجلة أبحاث ودراسات التنمية - Revue Recherches et Etudes en Développement -,Maouahib Zerouati; Fatima Sayah,,https://openalex.org/W3133261686,['التنمية السياحية'],arab,0,article
ar,دور الرحلات الإسلامية في التواصل الثقافي بين مناطق العالم الإسلامي,2020,المجلة الليبية العالمية,د. عبد الحليم سعد; د. عبد الحليم سعد; د. هدى عبد الرحمن,10.37376/1570-000-034-007,https://openalex.org/W3005092222,['الرحلات'],arab,0,article
ar,امارة الحج في عهد ابي جعفر المنصور,2021,Arab Scientific Heritage Journal,وجدان فريق عناد,10.54721/jrashc.2.49.659,https://openalex.org/W4213437642,['الحج'],arab,0,article
ar,الآثار الاقتصادية للدروس الخصوصية في مصر,2019,L Egypte Contemporaine,عبد المهدى محمد احمد جودة,10.21608/espesl.2019.214485,https://openalex.org/W4256275493,['الآثار'],arab,0,article
ar,تجاذب المرأة الجزائرية بين الموروث الثقافي والتشريعات الفرنسية في الجزائر المستعمرة,2021,مجلة جيل العلوم الإنسانية والاجتماعية,محمد غربي,10.33685/1316-000-080-008,https://openalex.org/W4285547244,['الموروث الثقافي'],arab,0,article
ar,دور محور قناة السويس الجديدة في زيادة معدل التنمية السياحية بالتطبيق على مدينة بورسعيد,2023,مجلة کلية السياحة والفنادق جامعة المنصورة,فاطمة سعودي محمد; صلاح الدين هلال; منير سالم الهيتي,10.21608/mkaf.2023.299792,https://openalex.org/W4378529640,['التنمية السياحية'],arab,0,article
ar,الأحاجي والألغاز في التراث العربي,2014,مجلة الحضارة الإسلامية,زاوي تيجاني,,https://openalex.org/W2776026476,['التراث'],arab,0,article
ar,تنمية الوعي السياحي لطلاب الدمج بمدارس التعليم الاساسي بجمهورية مصر العربية.,2022,"International Journal for Tourism, Archaeology and Hospitality",Basem Harede,10.21608/ijtah.2022.158492.1005,https://openalex.org/W4312434344,"['السائحين', 'صناعة السياحة']",arab,0,article
ar,"السياحة العلاجية الاستشفائية في الجزائر:, ولاية ورقلة أنموذجا: دراسة حالة الينابيع الحموية",2022,,زهور حسيني; مداح لخضر,10.35156/1433-009-001-012,https://openalex.org/W4411909513,['السياحة العلاجية'],arab,0,article
ar,السرد النسائی فی الروایة اللیبیة دراسة فی الأدب اللیبی,2018,مجلة البحث العلمي في الآداب,هناء علوان القنصل,10.21608/jssa.2018.12070,https://openalex.org/W2889630550,['الموروث الثقافي'],arab,0,article
ar,الكناية فى ديوان الزراعيات (Georgica) لفرجيليوس: دراسة وصفية,2023,Mağallaẗ Al-Dirāsāt Al-Insāniyyah wal-Adabiyyah /Mağallaẗ Al-Dirāsāt Al-Insāni yyaẗ wa Al-Adabiyyaẗ,جمال الدين السيد أبو الوفا,10.21608/shak.2023.242327.1528,https://openalex.org/W4389062446,['الموروث الثقافي'],arab,0,article
ar,Legal Pledgets for the practice of attorney notary functions,2022,الرافدین للحقوق,Mohammed Alrbuaa; Ammar ِAL-Mashhdany,10.33899/alaw.2019.126131.1030,https://openalex.org/W4283736805,['السفر'],arab,0,article
