dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,CONSUMER DEMAND OF RUSSIAN TOURISTS FOR TOURS TO CHINA: CHANGING DESTINATIONS AND PRIORITIES,2020,proceedings-article,会议论文,RUSSIA AND CHINA: A VECTOR OF DEVELOPMENT,V.A. Solovyov Amur state University; V.A. Solovyov; L.A. Ponkratova; L.A. Ponkratova  Amur state University,10.22250/rc.2019.2.100,https://doi.org/10.22250/rc.2019.2.100,crossref,china,arab,destinations; tourists; tours,
True,strong,Perceptions and attitudes of Indonesian employees in hospitality industry towards tourists from China,2022,book-chapter,图书章节,"Current Issues in Tourism, Gastronomy, and Tourist Destination Research",R. Suprina; P.D. Pramanik; N. Rahayu,10.1201/9781003248002-28,https://doi.org/10.1201/9781003248002-28,crossref,china,arab,hospitality; tourists,
True,strong,ECOTOURISM IN THE AMUR REGION AS A FACTOR IN ATTRACTING TOURISTS FROM CHINA,2021,proceedings-article,会议论文,CONTEMPORARY ECONOMIC PROBLEMS OF RUSSIA AND CHINA,D.N. Terekhova  Amur state University; D.N. Terekhova; A.V. Glushkova; A.V. Glushkova  Amur state University,10.22250/medprh.2.63,https://doi.org/10.22250/medprh.2.63,crossref,china,arab,ecotourism; tourists,
True,strong,Can Tourists’ Summer Vacations Save Energy and Reduce CO2 Emissions? Evidence from China,2024,journal-article,期刊论文,Atmosphere,Puwei Zhang; Xiujiang Li; Meixuan Ren; Rui Li; Xin Gao,10.3390/atmos15121414,https://doi.org/10.3390/atmos15121414,crossref,china,arab,destination; destinations; tourism; tourism industry; tourists,
True,strong,"6. Waves of Tourists, Waves of Protest, and the End of “One China”",2023,book-chapter,图书章节,"One China, Many Taiwans",,10.1515/9781501766947-012,https://doi.org/10.1515/9781501766947-012,crossref,china,arab,tourists,
True,strong,"The Effects of Tourists' Information Overload on Their Affect, Attitude, and Search Effort on Tourism Information (Focused on Tourists in Korea and China)",2016,journal-article,期刊论文,The Journal of the Korea Contents Association,Jing Zhu; Hee Jeong Yun,10.5392/jkca.2016.16.06.516,https://doi.org/10.5392/jkca.2016.16.06.516,crossref,china,arab,tourism; tourists,
True,strong,"How tourists view coastal tourism in Qinhuangdao, China : A visual Q-method approach",2021,journal-article,期刊论文,International Journal of Tourism and Hospitality Research,Di An; Yiheng Luo; William Cannon Hunter,10.21298/ijthr.2021.10.35.10.39,https://doi.org/10.21298/ijthr.2021.10.35.10.39,crossref,china,arab,tourism; tourists,
True,strong,Changes of Tourists’ Well-Being in China (2011-2022): A Cross-Temporal Meta-Analysis,2024,posted-content,预印本,Elsevier BV,Wei Zheng; Zhaoxiang Ba; Chunfeng Long Long,10.2139/ssrn.4871328,https://doi.org/10.2139/ssrn.4871328,crossref,china,arab,tourists,
True,strong,Understanding Wellness Tourists' Behavioral Intentions: Factors Shaping Visits to Underdeveloped Mountain Regions in China,2025,journal-article,期刊论文,Journal of Contemporary Issues and Thought,,10.37134/jcit.vol15.1.8a.2025,https://doi.org/10.37134/jcit.vol15.1.8a.2025,crossref,china,arab,tourism; tourist; tourists,
True,strong,A Literature Review of the Academic Study of Tourists’ Environmentally Responsible Behavior in China,2024,journal-article,期刊论文,International Journal of Education and Humanities,Yijun Quan,10.54097/hfc73e84,https://doi.org/10.54097/hfc73e84,crossref,china; chinese,arab,destination; tourist; tourists,
True,strong,"Analyzing tourists’ spatiotemporal behavior using GPS trajectory data: a case study of Sanya, China",2025,proceedings-article,会议论文,"Third International Conference on Remote Sensing, Mapping, and Geographic Information Systems (RSMG 2025)",Qiuhua Huang; Qianxia Li; Linyuan Xia,10.1117/12.3084512,https://doi.org/10.1117/12.3084512,crossref,china,arab,tourists,
True,strong,EGYPT: Tourists Attacked,2017,journal-article,期刊论文,"Africa Research Bulletin: Political, Social and Cultural Series",,10.1111/j.1467-825x.2017.07781.x,https://doi.org/10.1111/j.1467-825x.2017.07781.x,crossref,china,arab; egypt,tourists,
True,strong,Muslim Women Tourists,2022,book-chapter,图书章节,Encyclopedia of Tourism Management and Marketing,Hanaa Osman; Lorraine Brown,10.4337/9781800377486.muslim.women.tourists,https://doi.org/10.4337/9781800377486.muslim.women.tourists,crossref,china,arab; muslim,tourists,
True,strong,2 Muslim Tourists,2026,book-chapter,图书章节,Halal and Islamic Tourism,,10.21832/9781845419561-006,https://doi.org/10.21832/9781845419561-006,crossref,china,arab; muslim,tourists,
True,strong,Translation Challenges Arising from Cultural Differences Between China and the Arab World,2024,journal-article,期刊论文,"Journal of Humanities, Arts and Social Science",Da Xu,10.26855/jhass.2024.11.018,https://doi.org/10.26855/jhass.2024.11.018,crossref,china,arab,tourists,
True,strong,Study on the complaining behavior of tourists in Scenic spots: The Case in Shaanxi China,2021,journal-article,期刊论文,IOP Conference Series: Earth and Environmental Science,Zhaowen Duan; Tingwei Zhang; Rui Jiang; Shan Xie; Hanyu Sun,10.1088/1755-1315/634/1/012033,https://doi.org/10.1088/1755-1315/634/1/012033,crossref,china,arab,attraction; attractions; tourism; tourist; tourists; travel,
True,strong,"Pulling Tourists Through Food? The Empirical Analysis of Brand Equity, Loyalty and Image in China",2026,journal-article,期刊论文,Jurnal Pengurusan,,10.17576/pengurusan-2026-76-6,https://doi.org/10.17576/pengurusan-2026-76-6,crossref,china,arab,tourists,
True,strong,Contributions of Chinese Arabists to Promoting Cultural Exchanges Between China and Arab Countries,2024,journal-article,期刊论文,Chinese and Arab Studies,Albadawe Abdalla,10.1515/caas-2024-2007,https://doi.org/10.1515/caas-2024-2007,crossref,china; chinese,arab; arabic; arabs,cultural exchange; tourists,
True,strong,The Arab-China Communication: From the Silk Road to the Dialogue of Philosophy,2022,journal-article,期刊论文,Chinese and Arab Studies,Taha Jazza,10.1515/caas-2022-2016,https://doi.org/10.1515/caas-2022-2016,crossref,china; chinese,arab; arabic; arabs; islamic; muslim,tourists,belt and road; silk road
True,strong,"China, the Arab World, and Silk Road Diplomacy: Towards a New World Order",2023,book-chapter,图书章节,Understanding China,Ramakrushna Pradhan,10.1007/978-3-031-31042-3_12,https://doi.org/10.1007/978-3-031-31042-3_12,crossref,china,arab,tourists,silk road
True,strong,A Study on Tourism Behavior Patterns of Tourists from China and Japan Using Social Network Analysis,2020,journal-article,期刊论文,Journal of Tourism and Leisure Research,Gwan-Seob Lee; Jong-Pil Woo; Hyun-Jong Lee,10.31336/jtlr.2020.8.32.8.291,https://doi.org/10.31336/jtlr.2020.8.32.8.291,crossref,china,arab,tourism; tourists,
True,strong,"Factors Influencing Tourists’ Willingness to Pay for Industrial Heritage Tourism: A Case Study in Jingdezhen, China",2025,journal-article,期刊论文,ALAM CIPTA International Journal Of Sustainable Tropical Design &amp; Practice,,10.47836/ac.18.s3.paper09,https://doi.org/10.47836/ac.18.s3.paper09,crossref,china,arab,heritage; tourism; tourists,
True,strong,"Heritage Communication, Perceived Conservation, and Cultural Heritage Visiting Behavior Among Chinese Tourists: Evidence from Chengde, China",2026,journal-article,期刊论文,Heritage,Xinli Jiang; Songyu Jiang; Nutteera Phakdeephirot,10.3390/heritage9080311,https://doi.org/10.3390/heritage9080311,crossref,china; chinese,arab,cultural tourism; destination; heritage; tour; tourism; tourists; travel; world heritage,
True,strong,"Statistical Modeling of Tourists’ Protection Behavior under Cultural Heritage Knowledge Sharing: Evidence from Shandong Province, China",2025,journal-article,期刊论文,Communications on Applied Nonlinear Analysis,"Ge Kong, Nutteera Phakdeephirot, Songyu Jiang",10.52783/cana.v32.4574,https://doi.org/10.52783/cana.v32.4574,crossref,china,arab,heritage; tourism; tourists,
True,strong,Tourists’ perception of outstanding universal value of world natural heritage:a case study of South China Karst,2022,posted-content,预印本,Research Square Platform LLC,Shian Ye; Xiaoyu Song; Kehua Wu,10.21203/rs.3.rs-1940437/v1,https://doi.org/10.21203/rs.3.rs-1940437/v1,crossref,china,arab,destination; heritage; tourism; tourist; tourists; world heritage,
True,strong,China: Cultural Heritage Management,2014,book-chapter,图书章节,Encyclopedia of Global Archaeology,Hong Chen,10.1007/978-1-4419-0465-2_1148,https://doi.org/10.1007/978-1-4419-0465-2_1148,crossref,china,arab,heritage,
True,strong,China: Cultural Objects / Movable Heritage,2026,book-chapter,图书章节,Elgar Encyclopedia of Art and Cultural Heritage Law,Yunxia Wang; Shanchen Hu,10.4337/9781802207897.china.mov,https://doi.org/10.4337/9781802207897.china.mov,crossref,china,arab,heritage,
True,strong,China: Cultural Heritage Management Education,2020,book-chapter,图书章节,Encyclopedia of Global Archaeology,Junmin Liu,10.1007/978-3-030-30018-0_1197,https://doi.org/10.1007/978-3-030-30018-0_1197,crossref,china,arab,heritage,
True,strong,1 Cultural Heritage in China,2014,book-chapter,图书章节,Museums in China,,10.1515/9781782042105-006,https://doi.org/10.1515/9781782042105-006,crossref,china,arab,heritage,
True,strong,China: Managing Cultural Heritage and the World Heritage List,2020,book-chapter,图书章节,Encyclopedia of Global Archaeology,Wei Zhao,10.1007/978-3-030-30018-0_1967,https://doi.org/10.1007/978-3-030-30018-0_1967,crossref,china,arab,heritage; world heritage,
True,strong,Status of China s World Cultural Heritage following Designation as World Cultural Heritage,2018,journal-article,期刊论文,THE RESEARCH INSTITUTE FOR THE MAHAN-BAEKJE CULTURE,Yang Shen,10.34265/mbmh.2018.31.65,https://doi.org/10.34265/mbmh.2018.31.65,crossref,china,arab,heritage,
True,strong,The Cultural Heritage Conservation Experience in China,2023,monograph,专著,Peter Lang Verlag,,10.3726/b16614,https://doi.org/10.3726/b16614,crossref,china,arab,heritage; museum; museums,
True,strong,The Image of the Other in the Arab Cultural Heritage,2023,journal-article,期刊论文,The Journal of Mesopotamian Studies,İbrahim ALŞİBLİ,10.35859/jms.2023.1346173,https://doi.org/10.35859/jms.2023.1346173,crossref,china,arab; arabic,heritage,
True,strong,The Protection of Intangible Cultural Heritage in China from the Perspective of Folklore Cultural Heritage,2015,journal-article,期刊论文,THE NAMMYONGHAK STUDY,Dalian University of Foreign Languages; Guoqiang Zhang,10.14381/nmh.2015.03.30.45.171,https://doi.org/10.14381/nmh.2015.03.30.45.171,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Grassroots Values and Local Cultural Heritage in China,2023,journal-article,期刊论文,Journal of American Folklore,Ziying You,10.5406/15351882.136.540.22,https://doi.org/10.5406/15351882.136.540.22,crossref,china,arab,heritage,
True,strong,Cultural heritage and identity building in current China,2026,book-chapter,图书章节,"The Heritage, Creativity and Innovation Nexus",Luca Zan,10.4324/9781032654942-10,https://doi.org/10.4324/9781032654942-10,crossref,china,arab,heritage,
True,strong,Introduction: Cultural Heritage and Digital Scholarship in China,2023,journal-article,期刊论文,Library Trends,Lian J. Ruan; Shengping Xia,10.1353/lib.2023.a925013,https://doi.org/10.1353/lib.2023.a925013,crossref,china,arab,heritage,
True,strong,New development on cultural heritage microbiology in China,2026,journal-article,期刊论文,International Biodeterioration &amp; Biodegradation,Xiaobo Liu; Fasi Wu; Youzhi Feng; Ji-Dong Gu,10.1016/j.ibiod.2026.106374,https://doi.org/10.1016/j.ibiod.2026.106374,crossref,china,arab,heritage,
True,strong,Heritage film as a cinematic document to value heritage and enhance Arab identity through cultural events,2021,journal-article,期刊论文,International Journal of Multidisciplinary Studies in Heritage Research,Islam Ezz Al Arab,10.21608/ijmshr.2021.187024,https://doi.org/10.21608/ijmshr.2021.187024,crossref,china,arab,heritage,
True,strong,Kurdish and Arab views on folklore and the cultural dimension of heritage,2026,journal-article,期刊论文,Journal of Raparin University,Unknown Author,10.26750/7wp5wf94,https://doi.org/10.26750/7wp5wf94,crossref,china,arab,heritage,
True,strong,The Islamic Cultural Heritage as a “Problem”: Is Arab Political Science Culturalist?,2024,journal-article,期刊论文,Global Perspectives,Abdelkarim Amengay,10.1525/gp.2024.94444,https://doi.org/10.1525/gp.2024.94444,crossref,china,arab; islamic,heritage,
True,strong,Chapter 1. Politics of Scale: Cultural Heritage in China,2022,book-chapter,图书章节,Politics of Scale,Yujie Zhu,10.1515/9781789200171-004,https://doi.org/10.1515/9781789200171-004,crossref,china,arab,heritage,
True,strong,Cultural Heritage Conservation in China: Some Significant Good Practices,2019,book-chapter,图书章节,The Human Sustainable City,Guang-Jun Jin; Cong-xia Zhao,10.4324/9781315198569-28,https://doi.org/10.4324/9781315198569-28,crossref,china,arab,heritage,
True,strong,Spectacularizing China: Cultural Heritage and Representation in Genshin Impact,2026,proceedings-article,会议论文,DiGRA Digital Library,Hong Zeng; Xiaoxuan Huang,10.26503/dl.v2026i1.2736,https://doi.org/10.26503/dl.v2026i1.2736,crossref,china,arab,heritage,
True,strong,Russian Emigration's Literary Heritage in China: a Cultural Code,2021,journal-article,期刊论文,Humanitarian  Vector,Transbaikal State University; Natalya V. Kim,10.21209/1996-7853-2021-16-1-118-124,https://doi.org/10.21209/1996-7853-2021-16-1-118-124,crossref,beijing; china; chinese; shanghai,arab,heritage,
True,strong,A Basic examination of Intangible Cultural Heritage in China,2014,journal-article,期刊论文,The Journal of Localitology,Sung-Hye Park,10.15299/tjl.2014.10.12.185,https://doi.org/10.15299/tjl.2014.10.12.185,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Digital Heritage in Practice: Managing Content in Sharjah’s (United Arab Emirates) Cultural Institutions,2025,journal-article,期刊论文,Journal of Information &amp; Knowledge Management,Ahmed Adel Zidan; Mohamed Boufarss,10.1142/s021964922550039x,https://doi.org/10.1142/s021964922550039x,crossref,china,arab; emirates,heritage,
True,strong,"11 The Damage Done: The “Arab Spring”, Cultural Heritage and Archaeologists at Risk",2018,book-chapter,图书章节,Academia in Transformation,Ammar Abdulrahman,10.5771/9783845274348-183,https://doi.org/10.5771/9783845274348-183,crossref,china,arab,heritage,
True,strong,The Institutional Structure of Religious Heritage in China : A Comparative Analysis of Cultural Relics and Intangible Cultural Heritage,2026,journal-article,期刊论文,JOURNAL OF THE KOREA CONTENTS ASSOCIATION,Jing Shao; Kyung-Jin Chae,10.5392/jkca.2026.26.07.473,https://doi.org/10.5392/jkca.2026.26.07.473,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,"Cultural Heritage in China. Cultural Policies, Professional Discourse and the Issue of Managing",2014,journal-article,期刊论文,SSRN Electronic Journal,Luca Zan,10.2139/ssrn.2490452,https://doi.org/10.2139/ssrn.2490452,crossref,china,arab,heritage,
True,strong,"Cultural approach to industrial heritage reuse: experiences from Shanghai, China",2020,proceedings-article,会议论文,Proceedings of the 56th ISOCARP World Planning Congress,"Tongji University, China; Jie Chen; Yiming Wang; Tongji University, China",10.47472/hksk4363,https://doi.org/10.47472/hksk4363,crossref,china; shanghai,arab,heritage,
True,strong,WORLD HERITAGE IN CHINA: CULTURAL INTERPRETATION OF HANGZHOU WESTE LAKE,2021,journal-article,期刊论文,Chinese Studies,G. Fesenko,10.51198/chinesest2021.03.048,https://doi.org/10.51198/chinesest2021.03.048,crossref,china,arab,heritage; world heritage,
True,strong,Development and Prospect of Cultural Landscape Heritage Preservation in China,2025,journal-article,期刊论文,Built Environment Journal,Yangrui Wu; Raziah Ahmad; Amalina Mohd Fauzi; Muhamad Solehin Fitry; Faisal Abd Rahman,10.24191/bej.v21isi.1469,https://doi.org/10.24191/bej.v21isi.1469,crossref,china; chinese,arab,heritage; world heritage,
True,strong,Heritage Sites in Contemporary China. Cultural Policies and Management Practices,2019,journal-article,期刊论文,"The Journal of Arts Management, Law, and Society",,10.1080/10632921.2019.1693459,https://doi.org/10.1080/10632921.2019.1693459,crossref,china,arab,heritage,
True,strong,The Impact of Social Media Platforms on Identity and Cultural Heritage within Arab Communities,2026,journal-article,期刊论文,Journal of Science and Knowledge Horizons,Abdelkader MAKHLOUF; Abdelkader TALBI,10.34118/jskp.v6i2.4642,https://doi.org/10.34118/jskp.v6i2.4642,crossref,china,arab,heritage,
True,strong,Still Searching for The Arab Present Cultural Tense: Arab Cultural Studies,2010,book-chapter,图书章节,Cultural Encounters in the Arab World,,10.5040/9780755610884.ch-006,https://doi.org/10.5040/9780755610884.ch-006,crossref,china,arab,heritage,
True,strong,The Use of Cultural Sings in Cultural Programs: The Case of China in the Intangible Cultural Heritage,2023,journal-article,期刊论文,Frontiers in Art Research,,10.25236/far.2023.051413,https://doi.org/10.25236/far.2023.051413,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,SYRIA’S CULTURAL HERITAGE:,2021,book-chapter,图书章节,Heritage in Conflict,Fiona HILL,10.2307/j.ctv2057qgh.20,https://doi.org/10.2307/j.ctv2057qgh.20,crossref,china,arab; syria,heritage,
True,strong,10. Cultural heritage,2021,book-chapter,图书章节,Ancient Egypt: A Very Short Introduction,Ian Shaw,10.1093/actrade/9780198845461.003.0010,https://doi.org/10.1093/actrade/9780198845461.003.0010,crossref,china,arab; cairo; egypt; egyptian,archaeological; heritage; museum; museums,
True,strong,"Confucian cultural heritage, political ideology, and government trust in contemporary China",2023,posted-content,预印本,Wiley,xingxin yang,10.22541/au.167494684.47080396/v1,https://doi.org/10.22541/au.167494684.47080396/v1,crossref,china; chinese,arab,heritage,
True,strong,Challenges and Strategies for Safeguarding Intangible Cultural Heritage in Modern China,2024,journal-article,期刊论文,"Arts, Culture and Language",Zimeng Wang,10.61173/8yksjp26,https://doi.org/10.61173/8yksjp26,crossref,china,arab,festivals; heritage; intangible cultural heritage,
True,strong,Introduction: Arab Cultural Studies,2012,journal-article,期刊论文,Journal for Cultural Research,Anastasia Valassopoulos,10.1080/14797585.2012.647663,https://doi.org/10.1080/14797585.2012.647663,crossref,china,arab,heritage,
True,strong,"Cultural Heritage Conservation of Guild Hall Building in Southern Shaanxi, China",2025,journal-article,期刊论文,International Journal of Education and Literacy Studies,Xiuchun Li; Thitisak Wechkama,10.7575/aiac.ijels.v.13n.1p.179,https://doi.org/10.7575/aiac.ijels.v.13n.1p.179,crossref,china,arab,heritage,
True,strong,Tentative List of National Natural and Cultural (Mixed) Heritage in China,2019,book-chapter,图书章节,Dictionary of Geotourism,,10.1007/978-981-13-2538-0_2447,https://doi.org/10.1007/978-981-13-2538-0_2447,crossref,china,arab,heritage,
True,strong,"Preservation of World Heritage and China s World Heritage -Convergence, practice and development of ideology for cultural heritage conservation-",2018,journal-article,期刊论文,THE RESEARCH INSTITUTE FOR THE MAHAN-BAEKJE CULTURE,Xiao-fan Du,10.34265/mbmh.2018.31.43,https://doi.org/10.34265/mbmh.2018.31.43,crossref,china,arab,heritage; world heritage,
True,strong,"Xiuyan Dongbei Dagu: Safeguarding Intangible Cultural Heritage in Liaoning Province, China",2025,journal-article,期刊论文,The International Journal of Interdisciplinary Cultural Studies,Yang Li; Thanaporn Bhengsri,10.18848/2327-008x/cgp/v20i01/187-208,https://doi.org/10.18848/2327-008x/cgp/v20i01/187-208,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Cultural Heritage: Ancient Chinese Texts in Contemporary Media Practice in China,2025,posted-content,预印本,Elsevier BV,Luliia Lemeshko,10.2139/ssrn.5288526,https://doi.org/10.2139/ssrn.5288526,crossref,china; chinese,arab,heritage,
True,strong,Improvement of the System of Underwater Cultural Heritage Protection in China,2013,journal-article,期刊论文,SSRN Electronic Journal,Zhihua Zheng,10.2139/ssrn.2200247,https://doi.org/10.2139/ssrn.2200247,crossref,china,arab,heritage,
True,strong,Public Perception and Policy Changes of Cultural Heritage Management in China,2018,book-chapter,图书章节,Relevance and Application of Heritage in Contemporary Society,Jigen Tang,10.4324/9780203702277-6,https://doi.org/10.4324/9780203702277-6,crossref,china,arab,heritage,
True,strong,Contributions from the China-US Folklore and Intangible Cultural Heritage Project,2018,journal-article,期刊论文,Museum Anthropology Review,Jason Baird Jackson,10.14434/mar.v12i1.24353,https://doi.org/10.14434/mar.v12i1.24353,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,"Intangible Cultural Heritage Dissemination through Watercolor Picture Books, Liaoning Province, China",2024,journal-article,期刊论文,Linguistic and Philosophical Investigations,,10.52783/lpi.67,https://doi.org/10.52783/lpi.67,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Bibliometric Analysis on Intangible Cultural Heritage and Experience Marketing in China,2024,book-chapter,图书章节,Lecture Notes in Computer Science,Ting Chen; Zhiwei Zhou; Zhen Liu,10.1007/978-3-031-61359-3_19,https://doi.org/10.1007/978-3-031-61359-3_19,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Study of China Opera Intangible Cultural Heritage for Online Learning Center,2025,journal-article,期刊论文,Pakistan Journal of Life and Social Sciences (PJLSS),Dan Xie,10.57239/pjlss-2025-23.1.00164,https://doi.org/10.57239/pjlss-2025-23.1.00164,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Intangible Cultural Heritage Protection and Employment Dynamics: Empirical Evidence for China,2025,posted-content,预印本,Springer Science and Business Media LLC,xue Li; Na Tan,10.21203/rs.3.rs-7780223/v1,https://doi.org/10.21203/rs.3.rs-7780223/v1,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,"Tami Blumenfield and Helaine Silverman (eds), Cultural Heritage Politics in China,",2014,journal-article,期刊论文,China Perspectives,Katiana Le Mentec,10.4000/chinaperspectives.6546,https://doi.org/10.4000/chinaperspectives.6546,crossref,china,arab,heritage,
True,strong,IMPROVING THE MANAGEMENT MECHANISM OF THE MATERIAL AND CULTURAL HERITAGE OF THE SYRIAN ARAB REPUBLIC,2023,journal-article,期刊论文,"Вестник Адыгейского государственного университета, серия «Экономика»",В.Н. Овчинников; Н. Бажжуд,10.53598/2410-3683-2022-1-295-74-82,https://doi.org/10.53598/2410-3683-2022-1-295-74-82,crossref,china,arab; syria; syrian,heritage; tourist,
True,strong,Enterprise Content Management in Cultural Heritage Institutions: A Study of Sharjah (United Arab Emirates) Landscape,2025,journal-article,期刊论文,Mediterranean Journal of Social Sciences,Ahmed Adel Zidan; Mohamed Boufarss,10.36941/mjss-2025-0004,https://doi.org/10.36941/mjss-2025-0004,crossref,china,arab; emirates,heritage,
True,strong,"Enterprise content management in cultural heritage institutions: A study of Sharjah landscape, United Arab Emirates",2024,journal-article,期刊论文,"Digital Theory, Culture &amp; Society",Ahmed Adel Zidan; Mohamed Boufarss,10.61126/dtcs.v2i2.51,https://doi.org/10.61126/dtcs.v2i2.51,crossref,china,arab; emirates,heritage,
True,strong,Succession and Development of Intangible Cultural Heritage of China from the perspective of Cultural Industry,2023,journal-article,期刊论文,Journal of Region &amp; Culture,가톨릭대학교 공연예술문화학과 박사과정; Hao Chen,10.26654/iagc.2023.10.4.113,https://doi.org/10.26654/iagc.2023.10.4.113,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Notice of the Beijing Municipal Cultural Heritage Bureau on Standardizing the Application Procedures for Cultural Heritage Exhibitions Exiting and Entering China,2016,journal-article,期刊论文,Chinese Law &amp; Government,,10.1080/00094609.2016.1067556,https://doi.org/10.1080/00094609.2016.1067556,crossref,beijing; china,arab,heritage,
True,strong,"Handmade Porcelain in Jingdezhen:Identity Construction and Cultural Identity in the Context of Intangible Cultural Heritage, China",2024,journal-article,期刊论文,International Journal of Religion,Jiang Xinda; Peera Phanlukthao,10.61707/cvpnt406,https://doi.org/10.61707/cvpnt406,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Cultural Heritage Frameworks and Governance in China and Europe: Lessons for Romania,2025,journal-article,期刊论文,Acta Terrae Septemcastrensis,Răzvan M. Andrei,10.2478/actatr-2025-0008,https://doi.org/10.2478/actatr-2025-0008,crossref,china,arab,heritage; tourism,
True,strong,The Strategic Management Research of World Cultural and Natural Heritage of China,2020,journal-article,期刊论文,Sustainable   Development,汶韬 吕,10.12677/sd.2020.102019,https://doi.org/10.12677/sd.2020.102019,crossref,china,arab,heritage,
True,strong,Transformation of approaches to intangible cultural heritage in the state cultural policy of Russia and China,2024,proceedings-article,会议论文,"Социально-гуманитарные исследования: векторы развития науки и образования: материалы IX научно-практической конференции с международным участием, г. Москва, МПГУ, 25–26 апреля 2024 г.",Мэнса Чан,10.37492/isgo.2024.068,https://doi.org/10.37492/isgo.2024.068,crossref,china; chinese,arab,heritage; intangible cultural heritage,
True,strong,Cultural and Natural Sites in China on the UNESCO World Heritage List,2022,journal-article,期刊论文,Ethnic History of European Nations,Taras Shevchenko national University of Kyiv; Viktoriia Pilkevych,10.17721/2518-1270.2022.68.13,https://doi.org/10.17721/2518-1270.2022.68.13,crossref,china; chinese,arab,heritage; tourism; tourist; world heritage,
True,strong,Case Study 2 of “Cultural Communication”: Search of Jewish Heritage in China,2020,book-chapter,图书章节,China's Millennium Transformation,,10.1142/9789811210921_0006,https://doi.org/10.1142/9789811210921_0006,crossref,china,arab,heritage,
True,strong,"CULTURAL LANDSCAPE HERITAGE SUPPORT SUSTAINABLE RURAL DEVELOPMENT: A CASE FROM RONGCHENG, CHINA",2026,journal-article,期刊论文,PLANNING MALAYSIA,Chen Yanhui; Mohamad Reza Mohamed Afla; Wang Zhenhua; Peng Xinyi,10.21837/pm.v24i40.1959,https://doi.org/10.21837/pm.v24i40.1959,crossref,china,arab,heritage,
True,strong,Exploring Tolerance and Coexistence Through Language: Perspectives of International Students and Faculty on Arab Cultural Heritage,2026,posted-content,预印本,Elsevier BV,mozah alkaabi,10.2139/ssrn.6367838,https://doi.org/10.2139/ssrn.6367838,crossref,china,arab; arabic; emirates; islamic,heritage,
True,strong,The Analysis of Influence between Cultural Heritage Policy and Patriotism in China,2015,journal-article,期刊论文,Korean Comparative Government Review,정준호,10.18397/kcgr.2015.19.1.133,https://doi.org/10.18397/kcgr.2015.19.1.133,crossref,china,arab,heritage,
True,strong,Study on State-level Intangible Cultural Heritage of China Mongol Ethnic Minority,2014,journal-article,期刊论文,The journal of the research of chinese novels,최형섭,10.17004/jrcn.2014..42.015,https://doi.org/10.17004/jrcn.2014..42.015,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,"Safeguarding and Promoting Intangible Cultural Heritage in China: Entrepreneurs, Government, and Artists",2025,journal-article,期刊论文,China Perspectives,Selina Ching Chan,10.4000/149if,https://doi.org/10.4000/149if,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Institutional Dimension of the Preservation of the Historical and Cultural Heritage of the United Arab Emirates,2019,journal-article,期刊论文,Problems of World History,I. Mudriievska,10.46869/2707-6776-2019-9-10,https://doi.org/10.46869/2707-6776-2019-9-10,crossref,china,abu dhabi; arab; emirates,festivals; heritage; museum; museums,
True,strong,Digital media and safeguarding intangible cultural heritage of minority groups in China,2025,book-chapter,图书章节,Engaging Communities in Cultural Heritage,Jiyun Zhang,10.4324/9781003569695-13,https://doi.org/10.4324/9781003569695-13,crossref,china,arab,heritage; intangible cultural heritage,
True,strong,Land Art as a Means to Negotiate Natural and Cultural Heritage in the United Arab Emirates,2017,journal-article,期刊论文,Český lid,Melanie Janet Sindelar,10.21104/cl.2017.2.03,https://doi.org/10.21104/cl.2017.2.03,crossref,china,arab; emirates,heritage,
True,strong,CHAPTER 3 Th e Exemplary Foreigner: Cultural Heritage Activism in Regional China,2022,book-chapter,图书章节,Heritage Movements in Asia,Gary Sigley,10.1515/9781789204827-007,https://doi.org/10.1515/9781789204827-007,crossref,china,arab,heritage,
True,strong,Systematic Literature Review of Chinese Intangible Cultural Heritage Archives Research in China,2023,journal-article,期刊论文,Journal of Social Science and Humanities,,10.53469/jssh.2023.5(05).37,https://doi.org/10.53469/jssh.2023.5(05).37,crossref,china; chinese,arab,heritage; intangible cultural heritage,
True,strong,Enhancing Accessibility to Objects of Cultural Heritage in Cities of Syran Arab Republic: Challenges and Solutions,2024,journal-article,期刊论文,E3S Web of Conferences,Lina Alibrahim; Nina Danilina; Irina Teplova,10.1051/e3sconf/202453503009,https://doi.org/10.1051/e3sconf/202453503009,crossref,china,arab,heritage,
